CourseName,University,DifficultyLevel,CourseRating,CourseURL,CourseDescription,Skills
Explore stock prices with Spark SQL,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/data-exploration-spark-sql,"In this 1-hour long project-based course, you will learn how to interact with a Spark cluster using Jupyter notebook and how to start a Spark application.   You will learn how to utilize Spark Resisilent Distributed Datasets and Spark Data Frames to explore a dataset. We will load a dataset into our Spark program, and perform analysis on it by using Actions, Transformations,  Spark DataFrame API and Spark SQL.   You will learn how to choose the best tools to use for each scenario. Finally, you will learn to save your results in Parquet tables.",analysis  SQL  stock  Statistical Analysis  saving  project mine  project  General Statistics  interactivity  Apache Spark data-science data-analysis
Python for Data Science and AI,IBM,Conversant,4.5,https://www.coursera.org/learn/python-for-applied-data-science-ai,"Kickstart your learning of Python for data science, as well as programming in general, with this beginner-friendly introduction to Python. Python is one of the world�s most popular programming languages, and there has never been greater demand for professionals with the ability to apply Python fundamentals to drive business solutions across industries.   This course will take you from zero to programming in Python in a matter of hours�no prior programming experience necessary! You will learn Python fundamentals, including data structures and data analysis, complete hands-on exercises throughout the course modules, and create a final project to demonstrate your new skills.   By the end of this course, you�ll feel comfortable creating basic programs, working with data, and solving real-world problems in Python. You�ll gain a strong foundation for more Advanced learning in the field, and develop skills to help advance your career.   This course can be applied to multiple Specialization or Professional Certificate programs. Completing this course will count towards your learning in any of the following programs:   IBM Applied AI Professional Certificate   Applied Data Science Specialization   IBM Data Science Professional Certificate   Upon completion of any of the above programs, in addition to earning a Specialization completion certificate from Coursera, you�ll also receive a digital badge from IBM recognizing your expertise in the field.",Python Programming  python libraries  analysis  semantics  Computer Programming  syntax  Data Analysis  Pandas  python syntax and semantics  Numpy data-science data-analysis
Manipulating Data with SQL,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/manipulating-data-with-sql,"In this course you will learn to write the SQL code to manipulate the data in a relational database table. You�ll begin by populating the table with data. Since a database and its tables are designed and built to be repositories of data, getting the data into the tables is a critical activity in the building of a working database.   When building a new home, the real test of your design comes when the furniture and family move in. It�s much the same with designing and building database tables�the real test comes when you load data into the tables and begin to use it.  As you work through and complete hands-on tasks, you�ll become familiar with SQLiteStudio, the database management system used in the course.  You�ll experience first-hand the impact data types and constraints have on manipulating table data. For example, as you enter new data into a table, you�ll appreciate the extra protection provided by the primary key constraint. It will not let you insert two rows into a table that are exactly alike.   In addition to adding data to the tables, you�ll write the SQL code used to modify existing data values and to delete rows of data. Managing and manipulating data are SQL�s primary purposes, and SQL coding will be a powerful addition to your tool set.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",system u  table (database)  relational database  database management systems  Databases  Database Design  SQL  Rowing  data retrieval  unique key information-technology data-management
Linear Regression with NumPy and Python,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/linear-regression-numpy-python,"Welcome to this project-based course on Linear Regression with NumPy and Python. In this project, you will do all the machine learning without using any of the popular machine learning libraries such as scikit-learn and statsmodels. The aim of this project and is to implement all the machinery, including gradient descent and linear regression, of the various learning algorithms yourself, so you have a deeper understanding of the fundamentals.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, NumPy, and Seaborn pre-installed.",Matplotlib  Machine Learning  linearity  Gradient  Computer Programming  Numpy  gradient descent  linear regression  Python Programming  Regression data-science machine-learning
Create Your First Automation Script Using Selenium and Java,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/create-automation-script-using-selenium-java,"�Selenium automates browsers, that�s it. What you do with that power is up to you.�   Selenium is the most widely used UI automation tool to test web applications.  By the end of this one-hour project-based course, you will learn the basics of the selenium automation testing tool.   Through hands-on, practical experience, you will go through concepts like using the Eclipse IDE, creating a new project, hands-on with commonly used selenium commands, interacting with common elements of a web application like textbox, radio buttons, normal buttons.",java (software platform)  project  web  radio button  qa & ux manager  selenium (software)  test automation  selenium  Software Testing  bash (unix shell) computer-science software-development
"Support Vector Machines in Python, From Start to Finish",Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/support-vector-machines-in-python,"In this lesson we will built this Support Vector Machine for classification using scikit-learn and the Radial Basis Function (RBF) Kernel. Our training data set contains continuous and categorical data from the UCI Machine Learning Repository to predict whether or not a patient has heart disease.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your Internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with (e.g. Python, Jupyter, and Tensorflow) pre-installed.  Prerequisites: In order to be successful in this project, you should be familiar with programming in Python and the concepts behind Support Vector Machines, the Radial Basis Function, Regularization, Cross Validation and Confusion Matrices.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",human error assessment and reduction technique  Tensorflow  Machine Learning  Test Set  Support Vector Machine  mathematical optimization  Categorical Data  statistical classification  Scikit-Learn  Python Programming data-science data-analysis
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,Advanced,4.4,https://www.coursera.org/learn/python-statistics-financial-analysis,"Course Overview: https://youtu.be/JgFV5qzAYno  Python is now becoming the number 1 programming language for data science. Due to python�s simplicity and high readability, it is gaining its importance in the financial industry.  The course combines both python coding and statistical concepts and applies into analyzing financial data, such as stock data.  By the end of the course, you can achieve the following using python:  - Import, pre-process, save and visualize financial data into pandas Dataframe  - Manipulate the existing financial data by generating new variables using multiple columns  - Recall and apply the important statistical concepts (random variable, frequency, distribution, population and sample, confidence interval, linear regression, etc. ) into financial contexts  - Build a trading model using multiple linear regression model   - Evaluate the performance of the trading model using different investment indicators  Jupyter Notebook environment is configured in the course platform for practicing python coding without installing any client applications.",Data Analysis  Python Programming  financial modeling  analysis  Finance  trading  General Statistics  Computer Programming  Statistical Analysis  Financial Analysis business finance
Quick resumeCreator with JavaScript,Coursera Project Network,Advanced,3.6,https://www.coursera.org/learn/resume-creator-javascript,"This project is for people who are interested in learning how JavaScript works, how it takes data from a plain HTML form and uses it to output another HTML document. The project is simple and easy to learn and has been explained very thoroughly so   that basic learners can come up with a useful and fun product. Learners can later use the techniques learnt in this process to output any HTML form and also learn to use simple JavaScript. No prior experience with JavaScript is required, though some familiarity with HTML and CSS is helpful. The end product is a cool and quick resume creator that anyone can use to  whip up  a resume, download it and use on their job hunt!",Javascript  Web Development  Leadership and Management  web page  web  documents  internet  project networks  html  project computer-science mobile-and-web-development
Applied Social Network Analysis in Python,University of Michigan,Advanced,4.6,https://www.coursera.org/learn/python-social-network-analysis,"This course will introduce the learner to network analysis through tutorials using the NetworkX library. The course begins with an understanding of what network analysis is and motivations for why we might model phenomena as networks. The second week introduces the concept of connectivity and network robustness. The third week will explore ways of measuring the importance or centrality of a node in a network. The final week will explore the evolution of networks over time and cover models of network generation and the link prediction problem.   This course should be taken after: Introduction to Data Science in Python, Applied Plotting, Charting & Data Representation in Python, and Applied Machine Learning in Python.",Network Analysis  graphs  Computer Programming  network theory  Python Programming  analysis  social network  Graph Theory  Machine Learning  social network analysis data-science data-analysis
"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Coursera Project Network,Advanced,4.1,https://www.coursera.org/learn/reverse-and-complement-nucleic-acid-sequences-using-python,"In this 1-hour long project-based course, you will learn the basic building blocks in the Python language and how to Develop a Python program that constructs reverse, complement, and reverse-complement nucleic acid sequences (DNA, RNA). Also, you will make your code read a file that has a long DNA sequence and deal with one of the complete genomes for the novel coronavirus.",acid  biopython  Program Evaluation  Machine Learning  DNA  project  evaluation  Computer Programming  project networks  Python Programming data-science data-analysis
Support Vector Machine Classification in Python,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/support-vector-machine-classification-python,"In this 1-hour long guided project-based course,  you will learn how to use Python to implement a Support Vector Machine algorithm for classification. This type of algorithm classifies output data and makes predictions. The output of this model is a set of visualized scattered plots separated with a straight line.  You will learn the fundamental theory and practical illustrations behind Support Vector Machines and learn to fit, examine, and utilize supervised Classification models using SVM to classify data, using Python.  We will walk you step-by-step into Machine Learning supervised problems. With every task in this project, you will expand your knowledge, develop new skills, and broaden your experience in Machine Learning.  Particularly, you will build a Support Vector Machine algorithm, and by the end of this project, you will be able to build your own SVM classification model with amazing visualization.  In order to be successful in this project, you should just know the basics of Python and classification algorithms.",Algorithms  Pandas  classification algorithms  Python Programming  statistical classification  Machine Learning  Test Set  hindley milner type system  Numpy  Support Vector Machine data-science machine-learning
Kotlin for Java Developers,JetBrains,Beginner,4.6,https://www.coursera.org/learn/kotlin-for-java-developers,"The Kotlin programming language is a modern language that gives you more power for your everyday tasks. Kotlin is concise, safe, pragmatic, and focused on interoperability with Java code. It can be used almost everywhere Java is used today: for server-side development, Android apps, and much more. Kotlin is 100% compatible with all existing Java frameworks, and has good tooling support. It�s a pragmatic language with a very low learning curve, and can be quickly grasped by Java developers. Kotlin code might be compiled not only to JVM bytecode but to JavaScript and Native code as well, but this course is focused on Kotlin/JVM.  This course aims to share with you the power and the beauty of Kotlin. We'll have a basic overview of the language, as well as a discussion of many corner cases, especially concerning Java interoperability. The course is based on your Java experience; it shows the similarities between the two languages and focuses on what's going to be different.  Note that this course won't cover the programming fundamentals. We'll discuss: basic syntax, nullability, functional programming with Kotlin, object-oriented programming with Kotlin, the power of the Kotlin standard library, and Java interoperability.",jakobson's functions of language  standard library  kotlin (programming language)  interoperability  Computer Programming  euler's totient function  inline function  functional programming  java (software platform)  language computer-science software-development
Using Efficient Sorting Algorithms in Java to Arrange Tax Data,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/sorting-tax-data-using-efficient-sorting-algorithms-in-java,"By the end of this project, you will learn how to create an application that sorts Missouri Tax Data into ascending order using a variety of critical sorting algorithms. We will learn how to process a real life data set, and see the difference between various sorting algorithms in memory and time usage. In addition, we will learn how to analyze a sorting algorithm and how to design a readable implementation. Finally, we will cover what circumstance are ideal for each type of sorting algorithm. After completing this project, students will be able to move to more Advanced algorithms and data structures.   Sorting algorithms are essential to the creation of powerful and efficient  programs, for almost any circumstance when we need to arrange the data for our user in a certain order. Doing this can make it significantly faster for a human, or even computer, to parse and understand this data to make business decisions. We will explore how each of these sorting methods are different and how to implement them. We will also briefly cover how to access these methods using built-in Java functions. In this course we will cover bubble sort, insertion sort, merge sort, selection sort, and quicksort. These five sorting techniques span a variety of efficiencies and use cases in real life. They also all are easy to implement with knowledge of arrays, recursion, and loops in Java.",merge sort  ?-recursive function  Algorithms  quicksort  sorting algorithm  algorithmic efficiency  bubble sort  sorting  selection sort  insertion sort computer-science software-development
Implementing Hangman Game Using Basics of Python 3,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/implementing-hangman-game-using-basics-of-python-3,"In this 1-hour long project-based course, you will learn how to get input from the user and then display it in a separate line and use different data types to store the variables in them. You will also be able to use the if conditions to let the program make decisions whether the player guessed a correct character or not and keeping track that the number of turns is not zero. In addition, you will be able to implement the definite type of loops, that will be used to continue the game. By the end of the project, you will get to know and implement recursive function, that will help having a more user friendly game.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",usability  recursive function  Computer Programming  web service  video game development  recursion  project  Machine Learning  Python Programming  euler's totient function computer-science software-development
Introduction to JavaScript,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/introduction-javascript,"In this beginning-level course you will discover where JavaScript fits into the world of web development. Through hands-on exercises, you will use the Notepad++ text editor to embed JavaScript code to an existing HTML document. As you code a simple JavaScript program to provide user interaction you will learn to recognize and apply syntax rules and coding standards associated with JavaScript. The final activity in the course has you moving your JavaScript code into an external file so that you can compare inline and external JavaScript.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Mobile Development  html  php  Web Development  syntax  Computer Programming  Javascript  text editors  project  externality computer-science mobile-and-web-development
Build a Data Science Web App with Streamlit and Python,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/data-science-streamlit-python,"Welcome to this hands-on project on building your first data science web app with the Streamlit library in Python. By the end of this project, you are going to be comfortable with using Python and Streamlit to build beautiful and interactive web apps with zero web development experience! We are going to load, explore, visualize and interact with data, and generate dashboards in less than 100 lines of Python code!  Prior experience with writing simple Python scripts and using pandas for data manipulation is recommended.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",project  python libraries  web  Python Programming  html  Web Development  Application Design  Computer Programming  Machine Learning  web application data-science machine-learning
Testing and Debugging Python,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/testing-and-debugging-python,"If you have seen any of the news lately, it is not hard to imagine why software bugs cost the economy billions of dollars per year as well as costing lives. The ability to test your code (and other�s code) is probably one of the most important skills to know as a developer. Knowing how to track down and fix bugs is also critical.  Testing can mean adding print statements to output data at certain points in a program to visually check it. Testing can also involve developing separate programs to test the functionality of the code itself.    In this course, you will create a Python application that implements a new sorting algorithm. You will also create a test to sort the algorithm, and use debugging to find bugs in the code.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",debuggers  software  c++  euler's totient function  Software Testing  Python Programming  sorting algorithm  sorting  software bug  frama-c computer-science software-development
Building Web Applications in PHP,University of Michigan,Beginner,4.7,https://www.coursera.org/learn/web-applications-php,"In this course, you'll explore the basic structure of a web application, and how a web browser interacts with a web server. You'll be introduced to the request/response cycle, including GET/POST/Redirect. You'll also gain an introductory understanding of Hypertext Markup Language (HTML), as well as the basic syntax and data structures of the PHP language, variables, logic, iteration, arrays, error handling, and superglobal variables, among other elements. An introduction to Cascading Style Sheets (CSS) will allow you to style markup for webpages. Lastly, you'll gain the skills and knowledge to install and use an integrated PHP/MySQL environment like XAMPP or MAMP.",Web Development  web application  php  HTML5  web  php syntax and semantics  syntax  html  HTML and CSS  CSS computer-science mobile-and-web-development
Foundations of Data Science: K-Means Clustering in Python,University of London,Conversant,4.7,https://www.coursera.org/learn/data-science-k-means-clustering-python,"Organisations all around the world are using data to predict behaviours and extract valuable real-world insights to inform decisions. Managing and analysing big data has become an essential part of modern finance, retail, marketing, social science, development and research, medicine and government.  This MOOC, designed by an academic team from Goldsmiths, University of London, will quickly introduce you to the core concepts of Data Science to prepare you for intermediate and Advanced Data Science courses. It focuses on the basic mathematics, statistics and programming skills that are necessary for typical data analysis tasks.   You will consider these fundamental concepts on an example data clustering task, and you will use this example to learn basic programming skills that are necessary for mastering Data Science techniques. During the course, you will be asked to do a series of mathematical and programming exercises and a small data clustering project for a given dataset.",unsupervised learning  data clustering algorithms  Computer Programming  ipython  Machine Learning  k-means clustering  graphs  Numpy  cluster analysis  Python Programming data-science machine-learning
Network Data Science with NetworkX and Python,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/networkx,"In this 1-hour long project-based course, you are going to be able to perform centrality network analysis and visualization on educational datasets, to generate different kinds of random graphs which represents social networks, and to manipulate the graph and subgraph structures, allowing you to break and get insights on complex structures.  This guided project is for people who want to incorporate network data science skills into their technology portfolio. This is a topic of interest to researchers, marketers, consultants and practitioners associated with the knowledge areas of social science, marketing, social media, operational research and complexity science.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",network science  centrality  random graphs  Graph Theory  randomness  empirical evidence  graphs  Python Programming  complex network  Network Analysis data-science data-analysis
Exploiting and Securing Vulnerabilities in Java Applications,"University of California, Davis",Beginner,4.2,https://www.coursera.org/learn/exploiting-securing-vulnerabilities-java-applications,"In this course, we will wear many hats. With our Attacker Hats on, we will exploit Injection issues that allow us to steal data, exploit Cross Site Scripting issues to compromise a users browser, break authentication to gain access to data and functionality reserved for the �Admins�, and even exploit vulnerable components to run our code on a remote server and access some secrets. We will also wear Defender Hats. We will dive deep in the code to fix the root cause of these issues and discuss various mitigation strategies. We do this by exploiting WebGoat, an OWASP project designed to teach penetration testing. WebGoat is a deliberately vulnerable application with many flaws and we take aim at fixing some of these issues. Finally we fix these issues in WebGoat and build our patched binaries. Together we will discuss online resources to help us along and find meaningful ways to give back to the larger Application Security community.",text editors  viewer  spring framework  source code  web  authentication methods  codebase  web application  authentication  cross-site scripting computer-science computer-security-and-networks
Create Python Linux Script to Generate a Disk Usage Report,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/python-linux-script-disk-usage-report,"There are many choices when it comes to writing scripts on Linux.  The bash shell script has been a popular choice, since the bash shell itself is a programming language and the commands used in the script match the syntax of the shell. Python is becoming increasingly popular for scripting on Linux because of its simple syntax, easy access to Linux system commands, and powerful libraries with which to create reports, for example. In addition, Python can be used in other applications and on multiple platforms, so there is also the benefit of learning one language for many programming requirements.  In this course, you will create a Python script in which you will determine disk space and generate a report on disk usage on an Ubuntu Linux system.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",directory structure  command (computing)  web  java annotation  command-line interface  shell script  web application  disk space  Python Programming  windowing systems computer-science software-development
NoSQL systems,Universidad Nacional Aut�noma de M�xico,Intermediate,3.8,https://www.coursera.org/learn/nosql-databases,"Welcome to the specialization course of NoSQL Systems.  This course will be completed on six weeks, it will be supported with videos and exercises that will allow you to identify the differences between the relational and NoSQL databases.  As part of these alternative technologies the student will learn the main characteristics and how to implement the typical NoSQL databases, such as Key-value, columnar, document and graph.  Let's start!  After completing this course, a learner will be able to ?\tIdentify what type of NoSQL database to implement based on business requirements (key-value, document, full text, graph, etc.) ?\tApply NoSQL data modeling from application specific queries ?\tUse Atomic Aggregates and denormalization as data modelling techniques to optimize query processing  Software to download: MongoDB Neo4j SAPIQ Cassandra  In case you have a Mac / IOS operating system you will need to use a virtual Machine (VirtualBox, Vmware).",graph database  scalability  key-value databases  relational database  in-memory database  SQL  graphs  Databases  NoSQL  mongodb data-science data-analysis
Create Your First Web App with Python and Flask,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/python-flask,"In this 2-hour long project-based course, you will learn the basics of web application development with Python using the Flask framework. Through hands on, practical experience, you will go through concepts like creating a Flask Application, using Templates in Flask Applications, using SQLAlchemy and SQLite with Flask, and using Flask and WTForms. You will then apply the concepts to create your first web application with Python and Flask.  This course is aimed at learners who are looking to get started with web application development using Python, and have some prior programming experience in the Python programming language. The ideal learner has understanding of Python syntax, HTML syntax, and computer programming concepts.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Web Development  Python Programming  web application  electronics  sqlalchemy  flask  Computer Programming  web  Full-Stack Web Development  security computer-science software-development
Automate an e-commerce web application using Selenium & Java,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/automate-e-commerce-web-application-using-selenium-java,"In this 1-hour long project-based course, you will learn -  1. Writing test automation scripts using Selenium to automation an e-commerce website 2. Interacting with web elements like text box, dropdown select, buttons, lists 3. Performing scroll down operation using Mouse operations (Action Class) 4. Performing scroll down operation using Javascripts via Selenium 5. Writing XPaths for dynamic web elements  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Operations Management  selenium (software)  software testing tools  selenium  text box  web  E-Commerce  test automation  web application  ordered pair computer-science software-development
Learn Java and JavaFX by creating a Graphical Calculator,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/learn-java-and-javafx-graphical-calculator,"In this 1 hour and 30 minutes long project, you will learn how to create a fully functional graphical calculator using Java and one of it�s most promising graphical libraries; JavaFX. This project gives you a head start with one of the most widely used programming languages in the world; Java. The project will teach you basic programming fundamentals such as data structures and conditional statements. Learning Java and JavaFX will open the door for you to create rich cross-platform applications customized to fit your needs.",data type  english language  Data Structures  rational doors  language  Computer Programming  Writing  creative writing  project networks  swing (java) computer-science software-development
Python Dynamic HTML Web Server,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/python-dynamic-html-web-server,"Web application servers are abundant these days. Each have one thing in common, they ultimately process requests and return web pages. Apache serves PHP pages along with static HTML. Microsoft�s .NET creates dynamic web pages that may be authored using C# or VB and served using IIS. Java Enterprise Edition has many options, WebSphere, WebLogic, and Apache TomEE to name a few server platforms.  Python has its own web server that can be built in one line of code, but it is relatively simple to create the server code yourself. This is useful if you want to understand how web servers work and can be used to quickly test your own web pages. In addition, some browsers will not load local files due to security; using a simple web server solves this issue as well.  In this course, you will create a Python application in which you will create a simple HTTP server, create a static web page, create dynamic pages using python, and access the pages from the server using the command line as well as from a browser.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",web server  web page  php  command-line interface  web  Python Programming  dynamic web page  internet of things  html  Web Development computer-science mobile-and-web-development
An Introduction to Interactive Programming in Python (Part 2),Rice University,Advanced,4.9,https://www.coursera.org/learn/interactive-python-2,"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.  In part 2 of this course, we will introduce more elements of programming (such as list, dictionaries, and loops) and then use these elements to create games such as Blackjack.  Part 1 of this class will culminate in building a version of the classic arcade game ""Asteroids"".  Upon completing this course, you will be able to write small, but interesting Python programs.  The next course in the specialization will begin to introduce a more principled approach to writing programs and solving computational problems that will allow you to write larger and more complex programs.",syntax  interactive computing  social media marketing  Computer Programming  interactive programming  interactivity  semantics  python syntax and semantics  Mathematics  Python Programming computer-science software-development
Starting GUI Programming with JavaFX,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/gui-programming-javafx,"In this 2-hour long guided project, we will learn the basics of creating GUI Applications with JavaFX. We will do this by creating a simple user interface designed with Scene Builder and FXML. The GUI Application itself will be powered by the JavaFX framework. While JavaFX has a fairly large number of components that offer a lot of functionality, we will focus on creating something simple to familiarize ourselves with the framework and some of its core functionality.  To be able to complete this project successfully, you should be familiar with the Java programming language.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Python Programming  recursively enumerable set  numbers (spreadsheet)  Computer Programming  user interface design  Software Engineering  language  drag and drop  javafx  pointing device gesture computer-science software-development
Introduction to Relational Database and SQL,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/introduction-to-relational-database-and-sql,"In this guided project, you will get hands-on experience working with a relational database using MySQL Workbench from Oracle. The basic knowledge you learn will allow you to work with any other relational database.  At the end of this project, you will be able to create a billing report and a club member roster.",mysql workbench  mysql  Leadership and Management  sorting  oracle database  Databases  SQL  relational database management system  relational database  associative entity computer-science software-development
CRUD Operations using MongoDB NoSQL,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/crud-operations-using-mongodb-nosql,"Unlike relational databases, NoSQL databases such as MongoDB store data as collections of fields, rather than rows and columns. It mimics the way humans think of objects and provides a smooth interface for applications that are object-oriented. Each �object� is stored in JSON format in a data structure called a Document. The Document may represent a single word and its definition for example. A Document is stored in a Collection, which contains one to many Documents. The MongoDB database then contains one to many Collections.   In this course, you will create a MongoDB database collection containing words and their definitions. You will then retrieve data from the collection, update data, remove document data from the collection, and finally delete a document, a collection, and a database.",documents  Rowing  Continuous Function  mongodb  mapreduce  Smoothing  NoSQL  Operations Management  Databases  relational database information-technology data-management
Distributed Programming in Java,Rice University,Intermediate,4.5,https://www.coursera.org/learn/distributed-programming-in-java,"This course teaches learners (industry professionals and students) the fundamental concepts of Distributed Programming in the context of Java 8.  Distributed programming enables developers to use multiple nodes in a data center to increase throughput and/or reduce latency of selected applications.  By the end of this course, you will learn how to use popular distributed programming frameworks for Java programs, including Hadoop, Spark, Sockets, Remote Method Invocation (RMI), Multicast Sockets, Kafka, Message Passing Interface (MPI), as well as different approaches to combine distribution with multithreading.  Why take this course?  �\tAll data center servers are organized as collections of distributed servers, and it is important for you to also learn how to use multiple servers for increased bandwidth and reduced latency. �\tIn addition to learning specific frameworks for distributed programming, this course will teach you how to integrate multicore and distributed parallelism in a unified approach. �\tEach of the four modules in the course includes an assigned mini-project that will provide you with the necessary hands-on experience to use the concepts learned in the course on your own, after the course ends. �\tDuring the course, you will have online access to the instructor and the mentors to get individualized answers to your questions posted on forums.  The desired learning outcomes of this course are as follows:  �\tDistributed map-reduce programming in Java using the Hadoop and Spark frameworks �\tClient-server programming using Java's Socket and Remote Method Invocation (RMI) interfaces �\tMessage-passing programming in Java using the Message Passing Interface (MPI) �\tApproaches to combine distribution with multithreading, including processes and threads, distributed actors, and reactive programming  Mastery of these concepts will enable you to immediately apply them in the context of distributed Java programs, and will also provide the foundation for mastering other distributed programming frameworks that you may encounter in the future  (e.g., in Scala or C++).",actor model  parallel computing  message passing  client server model  Computer Programming  spmd  apache kafka  programming model  distributed computing  reactive programming computer-science software-development
Retrieve Data with Multiple-Table SQL Queries,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/multiple-table-sql-queries,"In this course you will be introduced to two methods of writing SQL queries that retrieve data from two or more tables. Since one of the functions of a database is to store data in an organized format, many databases are made up of multiple tables. Often, the data output required from the database is made up of data from more than one table. For example, the data that populates a student transcript might come from the Student, Course, and Section tables. While the Student table may provide the student�s name, the name and number of the course might come from the Course table and the specific grade for that course may come from yet another table. While writing SQL queries in SQLiteStudio, you'll learn the SQL syntax required to join tables together as you develop an understanding of how the relationships among tables come into play.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",relational database  data retrieval  Databases  transact-sql  online shopping  Data Structures  Student's t-Distribution  associative entity  telephone number  SQL information-technology data-management
Beginning SQL Server,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/beginning-sql-server,"In this 1-hour long project-based course, you will learn how to perform core job-related tasks within the SQL Server Management Studio (SSMS) environment. You will use the tools in SSMS to automatically generate queries, manage security permissions, create dependent scripts, and create and backup a database. You will get hands-on practices performing these tasks using real data in a SQL Server Database.",backup  sql server management studio  microsoft sql server  project  table (database)  SQL Server  SQL  Leadership and Management  Databases  Switches information-technology data-management
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Ludwig-Maximilians-Universit�t M�nchen (LMU),Beginner,4.8,https://www.coursera.org/learn/computers-waves-simulations,"Interested in learning how to solve partial differential equations with numerical methods and how to turn them into python codes? This course provides you with a basic introduction how to apply methods like the finite-difference method, the pseudospectral method, the linear and spectral element method to the 1D (or 2D) scalar wave equation. The mathematical derivation of the computational algorithm is accompanied by python codes embedded in Jupyter notebooks. In a unique setup you can see how the mathematical equations are transformed to a computer code and the results visualized. The emphasis is on illustrating the fundamental mathematical ingredients of the various numerical methods (e.g., Taylor series, Fourier series, differentiation, function interpolation, numerical integration) and how they compare. You will be provided with strategies how to ensure your solutions are correct, for example benchmarking with analytical solutions or convergence tests. The mathematical aspects are complemented by a basic introduction to wave physics, discretization, meshes, parallel programming, computing models.   The course targets anyone who aims at developing or using numerical methods applied to partial differential equations and is seeking a practical introduction at a basic level. The methodologies discussed are widely used in natural sciences,  engineering, as well as economics and other fields.",finite differences  Partial Differential Equations  Python Programming  spectral element method  simulation  Differential Equations  numerical analysis  analysis  Computer Programming  acoustics physical-science-and-engineering research-methods
Blazor and JavaScript Interoperability,Coursera Project Network,Advanced,Not Calibrated,https://www.coursera.org/learn/blazor-javascript-interoperability,"In this short project-based course, you will learn how to extend your Blazor applications to communicate with JavaScript - the browser's first class language. You'll learn how to invoke JavaScript functions from .NET code, and how to invoke .NET methods from JavaScript. You'll also implement a solution for accessing the browser's localStorage with a .NET service class.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",java annotation  application programming interfaces  return statement  show me!  interoperability  euler's totient function  message  project  callable bond  .properties computer-science mobile-and-web-development
